关注人数,区域,单价,小区,已发布日,建成年份,建筑结构,总价,户型_厅,户型_室,朝向,标题,楼层,满二,满五,装修,近地铁,面积
172,五道口,110620,华清嘉园 ,360,1996,板楼,750,1,2,东,中间楼层，单独小院，采光充足，交通便利,中楼层(共6层),True,False,简装,False,67.8
73,西直门,91817,天兆家园 ,360,2003,板塔结合,1150,1,2,南 北,西直门花园水系园林社区南北两居室2003年满五,中楼层(共22层),False,True,精装,False,125.25
524,万柳,111604,万泉新新家园 ,360,2000,板楼,1310,1,3,东 南 北,万柳万泉新新家园三居客厅朝东带阳台业主诚心卖,中楼层(共6层),True,False,精装,False,117.38
313,紫竹桥,63238,紫竹花园 ,270,2000,塔楼,1500,2,4,东南,紫竹花园园区中心大四居 东南朝向 全天采光,中楼层(共14层),False,True,精装,True,237.2
138,西山,83708,御墅临枫锦园一区 ,270,2006,板楼,1380,2,3,南 北,御墅临枫稳定在卖三居室，双卧室朝南户型，南北通透,中楼层(共6层),False,True,精装,False,164.86
297,清河,67131,阳光南里 ,240,1996,板楼,482,1,3,东 南 北,南北通透3居客厅把东带窗，不临街采光好精装直接入住,高楼层(共6层),False,True,精装,False,71.8
254,学院路,81750,林大北路9号院 ,240,1994,板楼,512,1,2,南 北,林大北路9号院 南北通透 楼层好 大两居室 有钥匙,中楼层(共6层),False,True,简装,True,62.63
49,紫竹桥,123532,主语家园 ,210,2008,板楼,2850,1,3,南 北 西,甘家口 南北3居室 不临街 采光好,低楼层(共17层),False,True,精装,False,230.71
89,新街口,86076,文慧园 ,150,2002,塔楼,1190,1,3,西北,正规三居室双卫生间 婚房装修 格局方正,低楼层(共20层),False,True,精装,False,138.25
74,颐和园,88386,西苑操场甲1号院 ,150,1993,板楼,535,1,2,南 北,西苑操场甲1号院 2层两居 南北通透！,中楼层(共4层),False,True,精装,True,60.53
108,小西天,82081,文慧园北路甲6号院 ,120,1996,板楼,830,1,3,东北,西直门央产大院 管理严格 适合贷款 采光好无遮挡,高楼层(共7层),False,True,精装,False,101.12
116,小西天,94020,今典花园 ,120,2002,塔楼,1025,1,3,西南,今典花园西南向三居，两卧朝南安静位置 满五年唯一,中楼层(共25层),False,True,简装,False,109.02
101,二里庄,91761,太极小区 ,120,1997,板楼,735,1,3,南 北,太极小区南北通透三居室，业主诚意出售,高楼层(共14层),False,True,简装,False,80.1
111,万柳,123166,蜂鸟家园 ,120,2004,板楼,1150,1,3,西北,蜂鸟家园精装2+1户型，可拎包入住，业主稳定签约,低楼层(共14层),False,True,精装,False,93.37
107,西三旗,51491,新康园 ,120,1999,板楼,558,1,3,南 北,正规三居、南北通透、满五年商品房,中楼层(共5层),False,True,简装,False,108.37
30,公主坟,98364,羊坊店路3号院 ,90,1984,板塔结合,559,0,2,南,满五年唯一 小区中间位置 新华社央产房 绿化率高,低楼层(共12层),False,True,简装,True,56.83
176,公主坟,99625,普惠南里 ,90,1990,塔楼,795,1,3,南,普惠南里东南三居，满五唯一，税费低，业主诚心出售,低楼层(共20层),False,True,简装,False,79.8
28,五道口,88248,成府路20号院 ,90,1993,板楼,428,1,1,南,成府路20号院，有电梯，不临街，南向一居室！,高楼层(共9层),True,False,精装,False,48.5
101,清河,65841,宝盛北里 ,90,2003,板楼,600,2,2,南 北,清河宝盛北里 电梯两居 南北通透 大理石精装 无遮挡,中楼层(共9层),False,True,精装,False,91.13
224,四季青,77346,美丽西园 ,90,2002,板楼,1000,1,3,南 北,美丽西园南北三居室 户型方正 次顶层采光好,高楼层(共9层),False,True,简装,True,129.29
94,西直门,140241,长河湾 ,90,2006,板楼,2190,1,4,南 北,西直门品质社区南北通透满五唯一带电梯四居室上线了,高楼层(共6层),False,True,精装,False,156.16
27,知春路,77336,汉荣家园 ,90,2000,塔楼,1140,2,3,西南,汉荣家园南向大三居，总价低 楼层高，视野好。,高楼层(共25层),True,False,简装,True,147.41
119,上地,113452,上地东里 ,90,1996,板楼,835,1,3,南 北,上地东里 小三居 装修不错 业主诚意出售,中楼层(共6层),True,False,精装,True,73.6
141,海淀北部新区,68163,冠城大通百旺府 ,90,2009,板楼,820,2,3,南 北,顶层带露台 中间位置 诚意出售 眼镜户型,顶层(共6层),False,True,简装,False,120.3
21,皂君庙,114467,农科院 ,90,2000,塔楼,1300,1,3,西南,农科院小区 电梯西南向三居室  满五年不唯一,低楼层(共24层),False,True,简装,False,113.57
210,学院路,67695,双清路14号院 ,60,1998,板楼,505,1,2,东南,学院路双清路14号院 东南2居 总价低 靠谱卖,高楼层(共15层),False,True,简装,False,74.6
43,小西天,82339,红联北村 ,60,1989,塔楼,690,2,3,西南,红联北村三居室业主诚心出售户型好,高楼层(共16层),False,True,精装,False,83.8
31,皂君庙,89637,鑫雅苑 ,60,2000,塔楼,1050,1,3,东南,鑫雅苑东南向三居室，户型方正，中高楼层采光视野好,中楼层(共20层),False,True,精装,False,117.14
205,定慧寺,77940,定慧西里 ,60,1990,板塔结合,590,1,3,南,定慧西里电梯房三居室  诚意出售    看房方便,中楼层(共13层),True,False,精装,False,75.7
127,甘家口,101171,中纺宿舍 ,60,1980,板楼,605,1,3,南 北 东,甘家口中纺大院 小三居 南北通透 全明格局 看房方便,中楼层(共5层),False,True,简装,True,59.8
46,万柳,123227,阳春光华家园 ,60,2001,塔楼,2180,1,4,东南,阳春光华枫树园不临街的四居室，前后看花园,中楼层(共16层),False,True,精装,False,176.91
49,四季青,91143,曙光花园 ,60,1998,塔楼,1280,1,3,东南,商品房望山园，大厅双卧朝南三居，满五年唯一！空置,中楼层(共17层),False,True,简装,False,140.44
129,上地,63171,当代城市家园 ,60,2002,板楼,931,2,3,南 北,当代精装南北三居室，看房方便，业主诚售。,低楼层(共11层),False,True,精装,True,147.38
93,白石桥,87717,大柳树13号院 ,60,1983,板楼,507,1,2,南,满五唯一，双南向，中间楼层，无遮挡，不临街,中楼层(共5层),False,True,简装,False,57.8
112,四季青,108703,汤泉逸墅 ,60,2006,板楼,1088,1,3,南 北,汤泉逸墅1118万三居室只有一套，看房有钥匙，随时,低楼层(共10层),True,False,精装,True,100.09
80,白石桥,89957,动物园宿舍 ,60,1988,板楼,618,1,3,南 北,天然氧吧，公园里的家。南北通透二层,低楼层(共6层),False,True,精装,True,68.7
293,田村,64879,田村路19号院 ,60,1988,板楼,375,1,2,南 北,田村路19号院 南北通透两居室 户型方正  楼层好,中楼层(共6层),True,False,精装,False,57.8
81,田村,71150,幸福时光 ,60,2004,板楼,600,1,2,南 北,幸福时光 南北通透两居室 满五唯一 楼层位置好,中楼层(共6层),False,True,简装,False,84.33
93,田村,73709,中国房子 ,60,2005,板楼,970,2,3,南 北,海淀2005年，满五年唯一，南北3居，独立餐厅,9层,False,True,简装,True,131.6
77,紫竹桥,81818,人济山庄 ,30,2001,塔楼,1300,2,3,东南,人济山庄 东南向 三居室 采光好,低楼层(共26层),False,True,简装,False,158.89
33,田村,66667,田村40号院 ,30,1982,板楼,400,1,2,东 西,橡胶院小区 东西两居 满五唯一 低层 停车方便,低楼层(共6层),False,True,精装,False,60
67,西北旺,78090,中海枫涟山庄 ,30,2004,板楼,958,2,3,南 北,房子高楼层，采光好，视野好，南北通透,高楼层(共11层),False,True,简装,True,122.68
21,四季青,81962,观澜国际 ,30,2003,板楼,1260,1,3,东 西,高层采光好，视野开阔，通透三居室,中楼层(共17层),False,True,简装,True,153.73
27,万寿路,78479,万寿路1号院 ,30,1978,板楼,485,1,2,南 北,满五年 南北通透 二层 有钥匙 空户口,中楼层(共5层),False,True,简装,False,61.8
46,中关村,119554,黄庄小区 ,30,1980,板塔结合,1070,1,3,东 西,黄庄小区院内，房本满五年唯一，交易成本低,中楼层(共10层),False,True,简装,False,89.5
23,定慧寺,67115,定慧东里 ,30,1996,板塔结合,949,2,3,南 北,房屋满五年唯一，产权清晰，适合老人和年轻人居住,低楼层(共16层),False,True,简装,False,141.4
25,西二旗,77515,领秀新硅谷2号院 ,30,2008,板楼,1130,2,3,南 北,满五年唯一全明格局洋房有电梯三居看房随时,中楼层(共5层),False,True,精装,True,145.78
123,五棵松,71907,金沟河5号院 ,30,1993,板楼,430,1,2,南 北,金沟河5号院正规两室一厅 南北通透 不临街,底层(共6层),False,True,简装,False,59.8
24,世纪城,98008,远大园一区 ,30,2001,板楼,1200,2,2,南,全南向2居室，两个卧室和客厅都朝南，中高层9层,高楼层(共11层),False,True,简装,False,122.44
21,玉泉路,82451,玉海园三里 ,30,1999,板楼,599,1,2,南 北,玉海园三里 南北通透 精装两居,底层(共6层),False,True,精装,False,72.65
27,北太平庄,75779,北影小区 ,30,2000,塔楼,1120,1,4,东北,北影小区 四室双卫 采光好 视野佳 电梯直达 诚售,中楼层(共11层),False,True,精装,True,147.8
39,紫竹桥,104069,人济山庄 ,30,2003,塔楼,1100,1,2,东北,人济山庄二期观景两居室 全明格局双明卫 不临街,中楼层(共26层),False,True,精装,False,105.7
61,皂君庙,114138,农科院 ,30,1992,板楼,880,1,3,南 北,农科院正规三居 中间楼层  南北通透 诚心出售,中楼层(共6层),False,True,精装,True,77.1
74,公主坟,76882,羊坊店西路10号院 ,30,1990,板楼,426,1,2,南 北,南北通透采光好，出行购物方便，绿荫步道，闹中取静,顶层(共6层),False,True,简装,True,55.41
54,紫竹桥,91264,世纪新景 ,360,2004,板楼,1430,1,3,南 北,紫竹桥 高端商品房 04年 南北通透 闹中取静 环境棒,低楼层(共18层),False,True,简装,False,156.69
15,定慧寺,81897,定慧东里 ,7,1990,塔楼,380,1,1,西南,定慧寺 独院大一居，管理好，俯瞰公园，视野开阔。,顶层(共16层),False,False,简装,False,46.4
11,定慧寺,88496,八里庄北里 ,3,1996,板塔结合,400,1,1,西,八里庄带电梯一居室，采光视野好。无遮挡。,中楼层(共12层),False,False,精装,False,45.2
187,西北旺,75215,春晖园 ,360,2004,板楼,630,1,2,南 北,百旺新城  带电梯  满两年商品房首套只有1%契税,中楼层(共9层),True,False,精装,True,83.76
141,苏州桥,93680,小南庄社区 ,360,1998,板楼,830,1,2,南 北,小南庄社区单独管理中间楼层楼龄新,中楼层(共6层),False,True,简装,False,88.6
22,紫竹桥,95533,七贤村 ,360,1994,板楼,556,1,2,南 北,满五年税费省，中行管理好，看房随时格局好,中楼层(共13层),False,True,精装,True,58.2
13,定慧寺,81082,八宝庄 ,6,1990,板楼,450,1,2,南 北,八宝庄中间层两居室 南北通透1梯2户 在小区中间,中楼层(共6层),False,False,简装,True,55.5
21,定慧寺,77109,定慧东里 ,2,1990,塔楼,640,1,3,西南 东,定慧东里 3室1厅 640万,低楼层(共16层),False,False,其他,False,83
109,清河,59311,清景园 ,90,2005,板楼,595,1,2,南,电梯板楼 ，不临高速，南向两居 格局方正，诚心出售,低楼层(共24层),False,True,简装,True,100.32
61,双榆树,97189,知春里 ,30,1989,塔楼,605,1,2,东南,教育部单位分房/单独物业管理/卫生，干净，楼道环境好,低楼层(共18层),False,True,精装,False,62.25
96,定慧寺,75543,定慧西里 ,30,1991,板塔结合,383,1,1,南,楼层好 交通便利 户型方正 无遮挡,中楼层(共16层),False,True,简装,False,50.7
19,紫竹桥,78359,北洼西里 ,30,1987,板塔结合,420,1,1,东南,精装修朝南一居室，业主诚心出售,低楼层(共15层),False,True,精装,True,53.6
95,中关村,142024,科育小区 ,360,1977,板楼,730,1,2,南,今日可看房源 科育小区低总价两居 满五唯一 靠谱出售,底层(共5层),False,True,精装,False,51.4
85,万柳,94507,山水倾城 ,360,2003,塔楼,1280,1,3,西,可以签约了   价格可谈     装修起来更简单,高楼层(共15层),False,False,毛坯,False,135.44
26,西二旗,64103,铭科苑 ,8,1998,板楼,425,1,2,南 北,铭科苑 2室1厅 425万,中楼层(共6层),False,True,简装,True,66.3
14,甘家口,108522,中纺宿舍 ,6,1992,板楼,433,1,1,南,甘家口中纺设计院 正规一居室 南向 中间层 户型方正,中楼层(共6层),True,False,精装,False,39.9
38,定慧寺,71718,定慧西里 ,5,1991,塔楼,426,1,2,西北,精装两居室  楼下公园  无遮挡,高楼层(共16层),False,True,精装,False,59.4
31,海淀北部新区,55895,保利西山林语 ,3,2009,板楼,495,1,2,南 北,保利一期公馆，一层带花园，带地下室，满五唯一,底层(共8层),False,True,精装,False,88.56
40,皂君庙,91764,皂君东里 ,3,1982,板楼,635,1,3,南 北,皂君庙 中间层 南北向三居室 采光充足 福利分房,中楼层(共6层),False,True,简装,False,69.2
53,定慧寺,88745,恩济里小区 ,30,1992,板楼,615,1,3,南 北,恩济里小区 板楼三居室 满五年 唯一,中楼层(共6层),False,True,简装,False,69.3
75,学院路,89179,北京林业大学校内 ,30,1981,板楼,445,1,2,南,满五唯一，精装修。靠谱出售，自己住，价格能谈，,中楼层(共5层),False,True,精装,True,49.9
280,新街口,77295,志强南园 ,360,1987,板楼,448,1,2,南 北,南北通透 满五年唯一 高层视野好,顶层(共6层),False,True,精装,False,57.96
179,世纪城,89678,垂虹园 ,360,2004,塔楼,1450,2,3,东南,垂虹园满五唯一 通透户型  正对小区花园   视野好,低楼层(共18层),False,True,精装,True,161.69
55,双榆树,86872,都市网景 ,360,2000,塔楼,1150,1,3,东南 北,业主诚售，全明格局，精装修，满五年家庭一套房。,低楼层(共24层),True,False,精装,False,132.38
35,公主坟,79366,水利新宿舍 ,360,2012,塔楼,510,1,1,西北,普惠北里精装一室一厅 2008年房龄新，高层电梯房,中楼层(共28层),False,True,精装,False,64.26
15,甘家口,101759,中海馥园 ,360,2003,板塔结合,955,1,2,西北,中海馥园总价低两居室，房主诚意出售，看房方便。,低楼层(共22层),True,False,简装,False,93.85
48,海淀北部新区,48841,凯盛家园 ,360,,N/A,396,1,2,南 北,高层采光视野好 南北通透 全明格局 带餐厅户型 装修好,顶层(共15层) ,False,True,精装,False,81.08
26,紫竹桥,80034,双紫小区 ,360,1999,塔楼,485,1,1,东,紫竹桥 满五年唯一 明厅 高层 视野棒 采光无遮挡,高楼层(共18层),False,True,精装,False,60.6
17,六里桥,59448,吴家村路10号院 ,360,1997,塔楼,560,1,3,东南,海淀产权，业主诚心出售，东南朝向，采光好，无遮挡,低楼层(共24层),False,True,精装,False,94.2
19,二里庄,87571,二里庄小区 ,360,1995,塔楼,620,1,2,东南,电梯房，大两居，东南金角，精装修，随时可看房,高楼层(共18层),False,True,精装,True,70.8
54,小西天,87178,今典花园 ,360,2002,塔楼,788,2,2,西南,西直门 花园社区 满五唯一 西南两居室 中间层 诚售,中楼层(共25层),False,True,简装,False,90.39
68,西三旗,59794,轮胎厂宿舍 ,360,1998,板楼,348,1,2,南 北,轮胎厂宿舍满五年唯一住房，精装入住,高楼层(共6层),False,True,精装,True,58.2
49,定慧寺,89238,恩济里小区 ,360,1995,板楼,495,1,2,南 西 北,恩济里两居室 明卫明厅 满五年唯一,高楼层(共6层),False,True,精装,False,55.47
24,紫竹桥,104177,西三环北路101号院 ,360,1990,塔楼,898,1,3,南,花园桥电梯直达三居室全南向采光好交通便利不占用,中楼层(共16层),False,True,精装,True,86.2
39,公主坟,109431,柳林馆 ,360,1993,塔楼,615,1,2,东南,满五年科技部分房，电梯中间层，精装修，人车分流,低楼层(共24层),False,True,精装,True,56.2
18,田村,71851,熙湖 ,360,2008,板楼,840,2,2,南 北,熙湖 2室2厅 840万,高楼层(共12层),False,True,精装,False,116.91
47,甘家口,88373,甘家口小区 ,360,1995,板塔结合,380,1,1,西南,地铁口低总价一居 满五年唯一 看房随时 配合签约,高楼层(共12层),False,True,精装,True,43
10,海淀北部新区,49297,凯盛家园 ,360,,N/A,298,1,1,东南,中高层 南向一居 视野好  自住装修,中楼层(共15层) ,False,True,精装,False,60.45
25,公主坟,83209,翠微南里 ,360,1963,板楼,555,1,2,南,满五年唯一  双南向两居室   板楼中间层    精装修,中楼层(共5层),False,True,精装,False,66.7
4,新街口,79659,索家坟 ,360,1989,板楼,466,1,2,东 西,枫蓝国际 索家坟小区安静 中间层 两居 交通便利，,中楼层(共6层),False,True,精装,False,58.5
